╒══╕
│  │
╘══╛
cbz..... | ...... | 1001 nuits de Schéhérazade (Les)
╘══════════════════╛
cbz..... | T01... | La pierre blanche
cbz..... | T02... | Le prince rouge
cbz..... | T03... | La clé de l'amour
  => ====[Fantasy]====

╒════════╕
│ Amargo │
╘════════╛
cbz..... | T01... | Le bal des vautours
cbz..... | T02... | Requiem pour un juge
  => ====[Western]====

╒══════════════╕
│ Amenophis IV │
╘══════════════╛
cbz..... | T01... | Demy
cbz..... | T02... | Mink
cbz..... | T03... | Europe
  => ====[Science-fiction]====

╒═════════════════════╕
│ Ames d'Hélios (Les) │
╘═════════════════════╛
cbz..... | T01... | Le ciboire oublié
cbz..... | T02... | Au fil de l'épée
cbz..... | T03... | Fer écarlate
pdf..... | T04... | Chaines éternelles
  => ====[Fantasy]====

╒═════════╕
│ Amiante │
╘═════════╛
cbz..... | T01... | La cité perdue de Kroshmargh
cbz..... | T02... | L'ile du géant triste
cbz..... | T03... | Le labyrinthe de la lune pale
cbz..... | T04... | La clef de pierre étoile
  => ====[Fantasy]====

╒═════════════════╕
│ Amours fragiles │
╘═════════════════╛
cbz..... | T01... | Le dernier printemps
cbz..... | T02... | Un été à Paris
cbz..... | T03... | Maria
  => ====[Chroniques, ...]====

╒══════════╕
│ Anachron │
╘══════════╛
cbz..... | T01... | Le retour de la bête
cbz..... | T02... | Le septième capitaine
cbz..... | T03... | Le passeur des monts Kordils
cbz..... | T04... | L'héritage du héros
cbz..... | T05... | Pavillon noir sur la Capricieuse
cbz..... | T06... | La main de Krothal
  => ====[Fantasy]====

╒═════════════╕
│ Andy & Gina │
╘═════════════╛
cbz..... | T01... | 
cbz..... | T02... | 
cbz..... | T03... | Mercredi night fever
cbz..... | T04... | Fratrie party
  => ====[Parodies, humour]====

╒═══════════════════╕
│ Ange & diablesses │
╘═══════════════════╛
cbz..... | T01... | Au plus haut des cieux
cbz..... | T02... | La nuit du grand bouc
  => ====[BD classique]====\Arkel

╒════════════════════════╕
│ Ange et le dragon (L') │
╘════════════════════════╛
cbz..... | T01... | Et la mort ne sera que promesse
  => ====[Fantasy]====

╒═══════╕
│ Anges │
╘═══════╛
cbz..... | T01... | Anges
cbz..... | T02... | Psaume 2
cbz..... | T03... | Psaume 3
  => ====[Fantastique]====

╒═════════════════════╕
│ Anges d'acier (Les) │
╘═════════════════════╛
cbz..... | T01... | Les anges d'acier
cbz..... | T02... | Sur la jungle des damnés
cbz..... | T03... | La rose d'Abyssinie
cbz..... | T04... | Les griffes de l'aigle
  => ====[Aventure]====

╒═══════╕
│ Angor │
╘═══════╛
cbz..... | T01... | Fugue
cbz..... | T02... | Mansïouran
cbz..... | T03... | L'île du sanctuaire
  => ====[Fantasy]====

╒══════════════════╕
│ Angus Powderhill │
╘══════════════════╛
cbz..... | T01... | La vallée des âmes tordues
cbz..... | T02... | Le pays des deux soleils
  => ====[Fantasy]====

╒═════════════╕
│ Anibal Cinq │
╘═════════════╛
cbz..... | T01... | 10 femmes avant de mourir
cbz..... | T02... | Chair d'orchidée pour le cyborg
  => ====[Science-fiction]====

╒═════════════╕
│ Anita Bomba │
╘═════════════╛
cbz..... | T01... | Aussi loin que je me rappelle
cbz..... | T02... | C'est pas parce que je suis pauvre
cbz..... | T03... | Un jour j'ai arreté de bosser
cbz..... | T04... | La vie est trop courte
cbz..... | T05... | Poussière d'ange
  => ====[Fantasy]====

╒══════════════════════════╕
│ Anneau des 7 mondes (L') │
╘══════════════════════════╛
cbz..... | T01... | Le calme et la tempête
cbz..... | T02... | Alliance
  => ====[Fantasy]====

╒═══════════════════════╕
│ Années Spoutnik (Les) │
╘═══════════════════════╛
cbz..... | T01... | Le pénalty
cbz..... | T02... | C'est moi le chef
cbz..... | T03... | Bip bip
cbz..... | T04... | Boncornards têtes-de-lard !
  => ====[Chroniques, ...]====

╒═════════════════╕
│ Apatrides (Les) │
╘═════════════════╛
cbz..... | T01... | La cérémonie
  => ====[Science-fiction]====

╒══════════════╕
│ Aphrodite IX │
╘══════════════╛
cbz..... | T01... | 
cbz..... | T02... | 
cbz..... | T03... | 
  => ====[Fantasy]====

╒══════════════════╕
│ Apocalypse Mania │
╘══════════════════╛
cbz..... | T01... | Le cycle des lumières - Couleurs spectrales
cbz..... | T02... | Le cycle des lumières - Experiment IV
cbz..... | T03... | Le cycle des lumières - Global underground
cbz..... | T04... | Le cycle des lumières - Trance
cbz..... | T05... | Le cycle des lumières - Cosmose
cbz..... | T06... | Le cycle des épreuves - Les lois du hasard
cbz..... | T07... | Le cycle des épreuves - Manik shamanik
  => ====[Science-fiction]====

╒══════════╕
│ Aquablue │
╘══════════╛
cbz..... | T01... | Nao
cbz..... | T02... | Planète bleue
cbz..... | T03... | Le Megophias
cbz..... | T04... | Corail noir
cbz..... | T05... | Projet atalanta
cbz..... | T06... | Etoile blanche (partie 1)
cbz..... | T07... | Etoile blanche (partie 2)
cbz..... | T08... | Fondation aquablue
cbz..... | T09... | Le totem des Cynos
cbz..... | T10... | Le baiser d'Arakh
cbz..... | T11... | La  forteresse de sable
cbz..... | T12... | Retour aux sources
cbz..... | T13... | Septentrion
cbz..... | T14... | Standard-Island
cbz..... | T15... | Gan Eden
cbz..... | T16... | Rakahanga
  => ====[Science-fiction]====

╒══════════════════╕
│ Aquanautes (Les) │
╘══════════════════╛
cbz..... | T01... | Physilia
cbz..... | T02... | Le container
cbz..... | T03... | L'alliance
cbz..... | T04... | Le diodon
  => ====[Aventure]====

╒═════════╕
│ Aquilon │
╘═════════╛
cbz..... | T01... | La Solimère
cbz..... | T02... | Danaan
  => ====[Science-fiction]====

╒═══════╕
│ Arawn │
╘═══════╛
cbz..... | T01... | Bran le maudit
cbz..... | T02... | Les liens du sang
cbz..... | T03... | La bataille de Cad Goddun
  => ====[Fantasy]====

╒═══════════════╕
│ Arcane majeur │
╘═══════════════╛
cbz..... | T01... | Pandora
cbz..... | T02... | Le roi en jaune
cbz..... | T03... | Cuba libre !
cbz..... | T04... | J F K
cbz..... | T05... | Lady Luck
  => ====[Aventure]====

╒═════════╕
│ Arcanes │
╘═════════╛
cbz..... | T01... | Le baron fantôme
cbz..... | T02... | La dame de Prague
cbz..... | T03... | Le dossier Karadine
cbz..... | T04... | Le cercle de Patmos 1
cbz..... | T05... | Le cercle de Patmos 2
  => ====[Aventure]====

╒══════════════════════╕
│ Arcanes d'Alya (Les) │
╘══════════════════════╛
cbz..... | T01... | La chasseresse écarlate
cbz..... | T02... | Ames soeurs
  => ====[Fantasy]====

╒════════════════════════════════╕
│ Arcanes de la lune noire (Les) │
╘════════════════════════════════╛
cbz..... | T01... | Ghorghor Bey
cbz..... | T02... | Pile-ou-face
  => ====[Fantasy]====

╒══════════════════════════════╕
│ Arcanes du midi-minuit (Les) │
╘══════════════════════════════╛
cbz..... | T01... | L'affaire du Nalta P312
cbz..... | T02... | L'affaire de la ligne 11
cbz..... | T03... | L'affaire Collossos
cbz..... | T04... | L'affaire du Ougan
cbz..... | T05... | L'affaire Sylvak
cbz..... | T06... | L'affaire du détenu 3491
  => ====[Fantasy]====

╒════════════╕
│ Arche (L') │
╘════════════╛
cbz..... | T01... | Projet sherwood
cbz..... | T02... | Frankenstein
cbz..... | T03... | S.E.T.I
  => ====[Science-fiction]====

╒═════════════╕
│ Archie Cash │
╘═════════════╛
cbz..... | T01... | Le maître de l'épouvante
cbz..... | T02... | Le carnaval des zombies
cbz..... | T03... | Le déserteur de Toro-Toro
cbz..... | T04... | Un train d'enfer
cbz..... | T05... | Cibles pour Long-Thi
cbz..... | T06... | Où règnent les rats
cbz..... | T07... | Le démon aux cheveux d'ange
cbz..... | T08... | Asphalte
cbz..... | T09... | Le cagoulard aux yeux rouges
cbz..... | T10... | Le chevalier de la mort verte
cbz..... | T11... | The Popcorn Brothers
cbz..... | T12... | Les petits Bouddhas qui chantent faux
cbz..... | T13... | Les rastas et le bouffon bleu
cbz..... | T14... | Chasse-Coeur à Koa-Gulé
cbz..... | T15... | Curare
  => ====[Aventure]====

╒══════════╕
│ Archipel │
╘══════════╛
cbz..... | T01... | Le déluge
cbz..... | T02... | Les marchands de sable
  => ====[Fantasy]====

╒═════════╕
│ Arctica │
╘═════════╛
cbz..... | T01... | Dix mille ans sous les glaces
cbz..... | T02... | Mystère sous la mer
cbz..... | T03... | Le passager de la préhistoire
  => ====[Science-fiction]====

╒══════╕
│ Aria │
╘══════╛
cbz..... | T01... | La fugue d'Aria
cbz..... | T02... | La montagne aux sorciers
cbz..... | T03... | La septième porte
cbz..... | T04... | Les chevaliers d'Aquarius
cbz..... | T05... | Les larmes de la déesse
cbz..... | T06... | L'anneau des Elfings
cbz..... | T07... | Le tribunal des corbeaux
cbz..... | T08... | Le méridien de Posidonia
cbz..... | T09... | Le combat des dames
cbz..... | T10... | Oeil d'Ange
cbz..... | T11... | Les indomptables
cbz..... | T12... | Janessandre
cbz..... | T13... | Le cri du prophète
cbz..... | T14... | Le voleur de lumière
cbz..... | T15... | Vendéric
cbz..... | T16... | Ove
cbz..... | T17... | La vestale de satan
cbz..... | T18... | Vénus en colère
cbz..... | T19... | Sacristar
cbz..... | T20... | La fleur au ventre
cbz..... | T21... | La griffe de l'ange
cbz..... | T22... | La voie des rats
cbz..... | T23... | Le Poussar
cbz..... | T24... | L'âme captive
cbz..... | T25... | Florineige
cbz..... | T26... | Le jardin de Baohm
cbz..... | T27... | Chant d'étoile
cbz..... | T28... | L'élixir du diable
cbz..... | T29... | La poupée aux yeux de lune
cbz..... | T30... | Renaissance
cbz..... | T31... | La Mamaitha
cbz..... | T32... | Le diable recomposé (Spirou)
  => ====[Histoire]====\= Moyen-âge

╒═══════════════════════╕
│ Aristote et ses potes │
╘═══════════════════════╛
cbz..... | T01... | Service compris
cbz..... | T02... | Le cas chat
cbz..... | T03... | Fast food
cbz..... | T04... | TGV
cbz..... | T05... | Bon appétit
cbz..... | T06... | 7 petits diables
cbz..... | T07... | Incognito
cbz..... | T08... | Aristote et ses potes se mettent au vert
cbz..... | T09... | C'est l'enfer !
  => ====[BD classique]====

╒═══════╕
│ Arkel │
╘═══════╛
